,series-id,measurement,num-measurements,location-id,location-name,longitude,latitude,phenomenon,reference-value-lower,reference-value-upper,reference-value-color
9,6906,8.25,2,1176,43N066 - Eupen,6.002328686936966,50.62886025981787,Nitrogen dioxide,-10.0,20.0,#0000FF
19,6905,3.5,2,1176,43N066 - Eupen,6.002328686936966,50.62886025981787,Nitrogen monoxide,-10.0,20.0,#0000FF
29,6907,24.25,2,1176,43N066 - Eupen,6.002328686936966,50.62886025981787,Ozone,-10.0,25.0,#0000FF
30,10893,0.75,2,1739,42OT02 - Oud-Turnhout,5.0117926918528894,51.34654782558199,Ammonia,,,#888888
40,10772,5.5,2,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Nitrogen monoxide,-10.0,20.0,#0000FF
41,10892,0.0,2,1738,42BO01 - Bonheiden,4.516483717002172,51.02706104655742,Ammonia,,,#888888
51,10771,0.7625,2,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Black Carbon,-10.0,1.0,#0000FF
52,10895,1.765,1,1157,40R822 - Antwerpen,4.341279992464663,51.26428978424869,Benzene,,,#888888
53,10894,0.605,1,1127,42M802 - Antwerpen,4.42439900693533,51.2609897074671,Benzene,,,#888888
62,10773,24.25,2,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Nitrogen dioxide,20.0,50.0,#0099FF
64,10897,0.58,1,1030,40AL01 - Linkeroever,4.385223684454717,51.23619419990248,Benzene,,,#888888
74,6904,1.0,2,1176,43N066 - Eupen,6.002328686936966,50.62886025981787,Sulphur dioxide,-5.0,25.0,#0000FF
75,10896,0.425,2,1711,41B008 - Brussel (Beliardstraat),4.376149069749029,50.840788566500215,Benzene,,,#888888
84,6917,46.25,2,1178,43N070 - Mons,3.939714325523836,50.46519215642695,Nitrogen dioxide,20.0,50.0,#0099FF
94,10789,11.25,2,1733,43R401 - Namur,4.865260946011645,50.462427939604666,Particulate Matter < 10 µm,10.0,20.0,#0099FF
104,10788,29.0,2,1733,43R401 - Namur,4.865260946011645,50.462427939604666,Nitrogen dioxide,20.0,50.0,#0099FF
115,6916,11.75,2,1178,43N070 - Mons,3.939714325523836,50.46519215642695,Nitrogen monoxide,-10.0,20.0,#0000FF
124,6919,12.021,2,1178,43N070 - Mons,3.939714325523836,50.46519215642695,Particulate Matter < 10 µm,10.0,20.0,#0099FF
135,6918,9.75,2,1178,43N070 - Mons,3.939714325523836,50.46519215642695,Ozone,-10.0,25.0,#0000FF
145,6911,0.068,2,1177,43N067 - Membach,5.99275271918706,50.61227752813405,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
154,10785,8.93,2,1731,42HH08 - Houthalen-Helchteren,5.3763866842389705,51.03160178512395,Particulate Matter < 2.5 µm,5.0,10.4,#0099FF
164,10784,13.9,2,1731,42HH08 - Houthalen-Helchteren,5.3763866842389705,51.03160178512395,Particulate Matter < 10 µm,10.0,20.0,#0099FF
175,6912,0.0,2,1177,43N067 - Membach,5.99275271918706,50.61227752813405,Particulate Matter < 2.5 µm,-10.0,5.0,#0000FF
185,10787,3.25,2,1733,43R401 - Namur,4.865260946011645,50.462427939604666,Nitrogen monoxide,-10.0,20.0,#0000FF
195,6914,0.24,2,1178,43N070 - Mons,3.939714325523836,50.46519215642695,Carbon Monoxide,-10.0,100.0,#0000FF
203,10786,13.395,2,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Particulate Matter < 2.5 µm,10.5,15.0,#009900
209,10998,1010.0,2,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Atmospheric  Pressure,1010.0,1020.0,#FF6600
225,6928,0.0875,2,1180,43N085 - Vielsalm,6.001736288537827,50.30320782818866,Black Carbon,-10.0,1.0,#0000FF
226,10877,8.75,2,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Particulate Matter < 1 µm,,,#888888
231,10997,1007.5,2,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
237,10876,9.0,2,1202,44N029 - Houtem,2.582322781489737,51.01628011113804,Particulate Matter < 1 µm,,,#888888
247,6927,2.411,2,1179,43N073 - Vezin,4.988422954092519,50.50271634104266,Particulate Matter < 2.5 µm,-10.0,5.0,#0000FF
248,10879,10.0,2,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Particulate Matter < 1 µm,,,#888888
252,10999,1012.75,2,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Atmospheric  Pressure,1010.0,1020.0,#FF6600
259,10878,9.25,2,1207,44R701 - Gent,3.729298171690584,51.05833171626488,Particulate Matter < 1 µm,,,#888888
263,10990,1010.0,2,1200,44N012 - Moerkerke,3.362535888701597,51.25457362243645,Atmospheric  Pressure,1010.0,1020.0,#FF6600
278,6920,6.7625,2,1178,43N070 - Mons,3.939714325523836,50.46519215642695,Particulate Matter < 2.5 µm,5.0,10.4,#0099FF
283,10992,1011.25,2,1208,44R710 - Destelbergen,3.775262389645357,51.06127769765467,Atmospheric  Pressure,1010.0,1020.0,#FF6600
299,10750,0.75,2,1722,47E704 - Wachtebeke,3.869928172752206,51.17610010406744,Nitrogen monoxide,-10.0,20.0,#0000FF
300,10871,11.25,2,1743,42R823 - Beveren,4.239930592809773,51.21325060421094,Particulate Matter < 1 µm,,,#888888
305,10991,1008.0,2,1206,44N052 - Zwevegem,3.322494319037272,50.814873869919865,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
320,6924,9.75,2,1179,43N073 - Vezin,4.988422954092519,50.50271634104266,Nitrogen dioxide,-10.0,20.0,#0000FF
321,10873,8.75,2,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Particulate Matter < 1 µm,,,#888888
325,10993,1011.0,2,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Atmospheric  Pressure,1010.0,1020.0,#FF6600
340,10751,26.25,2,1722,47E704 - Wachtebeke,3.869928172752206,51.17610010406744,Nitrogen dioxide,20.0,50.0,#0099FF
351,6923,0.5,2,1179,43N073 - Vezin,4.988422954092519,50.50271634104266,Nitrogen monoxide,-10.0,20.0,#0000FF
355,10996,1010.75,2,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Atmospheric  Pressure,1010.0,1020.0,#FF6600
362,10875,10.25,2,1200,44N012 - Moerkerke,3.362535888701597,51.25457362243645,Particulate Matter < 1 µm,,,#888888
372,6926,5.271,2,1179,43N073 - Vezin,4.988422954092519,50.50271634104266,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
376,10995,1012.75,2,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Atmospheric  Pressure,1010.0,1020.0,#FF6600
391,6925,44.5,2,1179,43N073 - Vezin,4.988422954092519,50.50271634104266,Ozone,25.0,50.0,#0099FF
402,6940,0.25,2,1181,43N093 - Sinsin,5.235168654774105,50.27447751094971,Nitrogen monoxide,-10.0,20.0,#0000FF
410,10767,24.15,2,1032,40AL03 - Beveren,4.201460395126572,51.25396488066997,Particulate Matter < 10 µm,20.0,30.0,#009900
422,6939,0.0,2,1181,43N093 - Sinsin,5.235168654774105,50.27447751094971,Sulphur dioxide,-5.0,25.0,#0000FF
430,6817,55.0,2,1157,40R822 - Antwerpen,4.341279992464663,51.26428978424869,Nitrogen dioxide,50.0,70.0,#009900
441,10887,37.5,1,1737,42R806 - Maerlant,4.417539976113196,51.22328680304364,Nitrogen monoxide,20.0,50.0,#0099FF
452,10766,17.75,2,1116,41MEU1 - Meudon,4.3927176975661535,50.89510056203236,Ozone,-10.0,25.0,#0000FF
460,10769,21.4,2,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Particulate Matter < 10 µm,20.0,30.0,#009900
470,10889,63.5,1,1737,42R806 - Maerlant,4.417539976113196,51.22328680304364,Nitrogen dioxide,50.0,70.0,#009900
480,10768,25.15,2,1033,40AL04 - Beveren,4.293329476940385,51.2906675267468,Particulate Matter < 10 µm,20.0,30.0,#009900
485,6931,11.0,2,1180,43N085 - Vielsalm,6.001736288537827,50.30320782818866,Elemental gaseous mercury,10.0,15.0,#FF0000
493,10880,10.5,2,1208,44R710 - Destelbergen,3.775262389645357,51.06127769765467,Particulate Matter < 1 µm,,,#888888
503,6930,0.14750000000000002,2,1180,43N085 - Vielsalm,6.001736288537827,50.30320782818866,Carbon Monoxide,-10.0,100.0,#0000FF
511,10761,58.0,2,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Nitrogen dioxide,50.0,70.0,#009900
523,6933,0.0,2,1180,43N085 - Vielsalm,6.001736288537827,50.30320782818866,Nitrogen monoxide,-10.0,20.0,#0000FF
524,10881,12.25,2,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Particulate Matter < 1 µm,,,#888888
534,6932,1.0,2,1180,43N085 - Vielsalm,6.001736288537827,50.30320782818866,Sulphur dioxide,-5.0,25.0,#0000FF
543,10884,1.0425,2,1066,40OB01 - Oostrozebeke,3.307385799335752,50.91722844102691,Black Carbon,1.0,2.0,#0099FF
553,6935,33.25,2,1180,43N085 - Vielsalm,6.001736288537827,50.30320782818866,Ozone,25.0,50.0,#0099FF
562,10763,11.985,2,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Particulate Matter < 2.5 µm,10.5,15.0,#009900
574,6934,2.0,2,1180,43N085 - Vielsalm,6.001736288537827,50.30320782818866,Nitrogen dioxide,-10.0,20.0,#0000FF
575,10883,10.75,2,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Particulate Matter < 1 µm,,,#888888
584,10762,19.9,2,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Particulate Matter < 10 µm,10.0,20.0,#0099FF
594,10765,46.5,2,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Nitrogen monoxide,20.0,50.0,#0099FF
603,6816,56.75,2,1157,40R822 - Antwerpen,4.341279992464663,51.26428978424869,Nitrogen monoxide,50.0,70.0,#009900
614,10886,8.93,2,1046,40GK11 - Genk,5.520312797653718,50.93148760350312,Particulate Matter < 2.5 µm,5.0,10.4,#0099FF
625,6937,0.0,2,1180,43N085 - Vielsalm,6.001736288537827,50.30320782818866,Particulate Matter < 2.5 µm,-10.0,5.0,#0000FF
634,10764,1.8575,2,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Black Carbon,1.0,2.0,#0099FF
644,10885,15.899999999999999,2,1046,40GK11 - Genk,5.520312797653718,50.93148760350312,Particulate Matter < 10 µm,10.0,20.0,#0099FF
655,6936,0.521,2,1180,43N085 - Vielsalm,6.001736288537827,50.30320782818866,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
665,6815,8.75,2,1157,40R822 - Antwerpen,4.341279992464663,51.26428978424869,Sulphur dioxide,-5.0,25.0,#0000FF
675,100020,19.25,2,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Ozone,-10.0,25.0,#0000FF
683,6830,58.25,2,1159,42R831 - Berendrecht,4.339709947119865,51.34879529193214,Nitrogen dioxide,50.0,70.0,#009900
694,100021,15.65,2,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Particulate Matter < 10 µm,10.0,20.0,#0099FF
705,6951,0.0,2,1182,43N100 - Dourbes,4.594762762155875,50.09568343419112,Particulate Matter < 2.5 µm,-10.0,5.0,#0000FF
715,6950,1.771,2,1182,43N100 - Dourbes,4.594762762155875,50.09568343419112,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
724,100022,8.93,2,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Particulate Matter < 2.5 µm,5.0,10.4,#0099FF
735,10609,0.7,2,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Black Carbon,-10.0,1.0,#0000FF
745,10613,17.25,2,1711,41B008 - Brussel (Beliardstraat),4.376149069749029,50.840788566500215,Nitrogen monoxide,-10.0,20.0,#0000FF
754,6829,29.75,2,1159,42R831 - Berendrecht,4.339709947119865,51.34879529193214,Nitrogen monoxide,20.0,50.0,#0099FF
762,10976,8.1,2,1715,44R702 - Gent (Carlierlaan),3.734971479685305,51.04068941942753,Temperature,5.0,10.0,#00FF00
774,6949,48.25,2,1182,43N100 - Dourbes,4.594762762155875,50.09568343419112,Ozone,25.0,50.0,#0099FF
781,10975,10.100000000000001,2,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Temperature,10.0,15.0,#FFFF00
786,10857,7.5,2,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Particulate Matter < 1 µm,,,#888888
793,10978,7.425000000000001,2,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Temperature,5.0,10.0,#00FF00
805,10614,47.0,2,1711,41B008 - Brussel (Beliardstraat),4.376149069749029,50.840788566500215,Nitrogen dioxide,20.0,50.0,#0099FF
816,6709,0.75,2,1136,42N027 - Bree,5.606659219704473,51.13371669601305,Nitrogen monoxide,-10.0,20.0,#0000FF
817,10856,11.75,2,1127,42M802 - Antwerpen,4.42439900693533,51.2609897074671,Particulate Matter < 1 µm,,,#888888
824,10977,7.7,2,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Temperature,5.0,10.0,#00FF00
828,10859,8.25,2,1734,42N047 - Hasselt,5.354360289979902,50.93618938185387,Particulate Matter < 1 µm,,,#888888
838,10616,0.625,2,1711,41B008 - Brussel (Beliardstraat),4.376149069749029,50.840788566500215,Carbon Monoxide,-10.0,100.0,#0000FF
839,10858,6.25,2,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Particulate Matter < 1 µm,,,#888888
846,10979,9.275,2,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Temperature,5.0,10.0,#00FF00
859,10739,0.3675,2,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Carbon Monoxide,-10.0,100.0,#0000FF
868,6942,31.5,2,1181,43N093 - Sinsin,5.235168654774105,50.27447751094971,Ozone,25.0,50.0,#0099FF
877,100012,13.63,2,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Particulate Matter < 2.5 µm,10.5,15.0,#009900
889,6941,4.75,2,1181,43N093 - Sinsin,5.235168654774105,50.27447751094971,Nitrogen dioxide,-10.0,20.0,#0000FF
898,100013,7.52,2,1142,42N054 - Walshoutem,5.103158609453956,50.711706093733625,Particulate Matter < 2.5 µm,5.0,10.4,#0099FF
908,6702,22.25,2,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Nitrogen dioxide,20.0,50.0,#0099FF
918,100014,7.755,2,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Particulate Matter < 2.5 µm,5.0,10.4,#0099FF
929,6944,0.0,2,1181,43N093 - Sinsin,5.235168654774105,50.27447751094971,Particulate Matter < 2.5 µm,-10.0,5.0,#0000FF
936,10970,8.850000000000001,2,1208,44R710 - Destelbergen,3.775262389645357,51.06127769765467,Temperature,5.0,10.0,#00FF00
949,6701,2.25,2,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Nitrogen monoxide,-10.0,20.0,#0000FF
959,6943,0.4535,2,1181,43N093 - Sinsin,5.235168654774105,50.27447751094971,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
969,6825,0.75,2,1158,42R830 - Doel,4.262633729582558,51.31822863028208,Nitrogen monoxide,-10.0,20.0,#0000FF
978,6704,15.899999999999999,2,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Particulate Matter < 10 µm,10.0,20.0,#0099FF
988,100016,9.165,2,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Particulate Matter < 2.5 µm,5.0,10.4,#0099FF
999,6946,1.0,2,1182,43N100 - Dourbes,4.594762762155875,50.09568343419112,Sulphur dioxide,-5.0,25.0,#0000FF
1009,6703,23.75,2,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Ozone,-10.0,25.0,#0000FF
1017,100017,13.864999999999998,2,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Particulate Matter < 2.5 µm,10.5,15.0,#009900
1026,10971,7.699999999999999,2,1212,44R731 - Evergem,3.739504220441925,51.12469051189999,Temperature,5.0,10.0,#00FF00
1039,6948,3.5,2,1182,43N100 - Dourbes,4.594762762155875,50.09568343419112,Nitrogen dioxide,-10.0,20.0,#0000FF
1048,100018,8.46,2,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Particulate Matter < 2.5 µm,5.0,10.4,#0099FF
1056,10974,8.1,2,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Temperature,5.0,10.0,#00FF00
1068,100019,48.0,2,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Nitrogen dioxide,20.0,50.0,#0099FF
1078,6826,32.5,2,1158,42R830 - Doel,4.262633729582558,51.31822863028208,Nitrogen dioxide,20.0,50.0,#0099FF
1089,6947,0.0,2,1182,43N100 - Dourbes,4.594762762155875,50.09568343419112,Nitrogen monoxide,-10.0,20.0,#0000FF
1090,10852,11.5,2,1070,44RL01 - Roeselare,3.1211555989012387,50.95317728023869,Particulate Matter < 1 µm,,,#888888
1099,10610,15.899999999999999,2,1710,42R834 - Boom,4.38010354488249,51.09200003750444,Particulate Matter < 10 µm,10.0,20.0,#0099FF
1107,10973,8.525,2,1214,44R750 - Zelzate,3.8229200468043305,51.19606326849932,Temperature,5.0,10.0,#00FF00
1120,6960,0.75,2,1184,43N121 - Offagne,5.202387466800061,49.87712849132946,Nitrogen monoxide,-10.0,20.0,#0000FF
1130,100030,3.1365,2,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Particulate Matter < 2.5 µm,-10.0,5.0,#0000FF
1139,100031,41.5,2,1741,41REG1 - Brussel (Bld du Régent),4.367005785367068,50.84356660319536,Nitrogen monoxide,20.0,50.0,#0099FF
1148,100032,59.25,2,1741,41REG1 - Brussel (Bld du Régent),4.367005785367068,50.84356660319536,Nitrogen dioxide,50.0,70.0,#009900
1159,6962,43.5,1,1184,43N121 - Offagne,5.202387466800061,49.87712849132946,Ozone,25.0,50.0,#0099FF
1170,6961,2.0,2,1184,43N121 - Offagne,5.202387466800061,49.87712849132946,Nitrogen dioxide,-10.0,20.0,#0000FF
1179,100033,12.99,2,1741,41REG1 - Brussel (Bld du Régent),4.367005785367068,50.84356660319536,Particulate Matter < 10 µm,10.0,20.0,#0099FF
1184,10987,1012.0,2,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Atmospheric  Pressure,1010.0,1020.0,#FF6600
1200,10745,3.0,2,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Nitrogen monoxide,-10.0,20.0,#0000FF
1209,6719,49.5,2,1138,42N040 - Sint-Pieters-Leeuw (3m),4.225194246746711,50.768137513255375,Ozone,25.0,50.0,#0099FF
1211,10866,12.75,2,1713,42R805 - Antwerpen (Belgiëlei),4.421559251065273,51.20822947181719,Particulate Matter < 1 µm,,,#888888
1216,10986,1008.5,2,1147,42R801 - Borgerhout,4.4318210469688415,51.209662530910016,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
1231,6718,10.0,2,1138,42N040 - Sint-Pieters-Leeuw (3m),4.225194246746711,50.768137513255375,Nitrogen dioxide,-10.0,20.0,#0000FF
1232,10865,10.25,2,1723,42R804 - Antwerpen (Ring),4.441947090848593,51.20630394865475,Particulate Matter < 1 µm,,,#888888
1240,10744,13.629999999999999,2,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Particulate Matter < 2.5 µm,10.5,15.0,#009900
1252,10747,0.815,2,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Black Carbon,-10.0,1.0,#0000FF
1253,10868,11.0,2,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Particulate Matter < 1 µm,,,#888888
1258,10988,1009.0,2,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
1272,10746,36.0,2,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Nitrogen dioxide,20.0,50.0,#0099FF
1274,10867,11.75,2,1149,42R811 - Schoten,4.491362027935439,51.25210341184476,Particulate Matter < 1 µm,,,#888888
1282,10749,13.16,2,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Particulate Matter < 2.5 µm,10.5,15.0,#009900
1285,10869,12.0,2,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Particulate Matter < 1 µm,,,#888888
1293,10748,21.4,2,1721,42R817 - Antwerpen (Groenenborgerlaan),4.417948637777734,51.17713088779377,Particulate Matter < 10 µm,20.0,30.0,#009900
1305,100023,17.0,2,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Nitrogen monoxide,-10.0,20.0,#0000FF
1314,6711,32.75,2,1136,42N027 - Bree,5.606659219704473,51.13371669601305,Ozone,25.0,50.0,#0099FF
1325,6832,0.0,2,1159,42R831 - Berendrecht,4.339709947119865,51.34879529193214,Ozone,-10.0,25.0,#0000FF
1334,100024,1.2125,2,1744,42R842 - Mechelen (Hendrik Speecqvest),4.483255334197498,51.02037444431827,Black Carbon,1.0,2.0,#0099FF
1345,6710,14.25,2,1136,42N027 - Bree,5.606659219704473,51.13371669601305,Nitrogen dioxide,-10.0,20.0,#0000FF
1355,6955,3.0,2,1183,43N113 - Sainte-Ode,5.593016914066444,50.02702901734794,Nitrogen dioxide,-10.0,20.0,#0000FF
1365,100025,18.5,2,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Nitrogen monoxide,-10.0,20.0,#0000FF
1375,6713,0.75,2,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Nitrogen monoxide,-10.0,20.0,#0000FF
1376,10860,6.75,2,1142,42N054 - Walshoutem,5.103158609453956,50.711706093733625,Particulate Matter < 1 µm,,,#888888
1383,10981,7.225,2,1743,42R823 - Beveren,4.239930592809773,51.21325060421094,Temperature,5.0,10.0,#00FF00
1395,100026,36.75,2,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Nitrogen dioxide,20.0,50.0,#0099FF
1406,6954,0.0,2,1183,43N113 - Sainte-Ode,5.593016914066444,50.02702901734794,Nitrogen monoxide,-10.0,20.0,#0000FF
1413,10980,7.45,2,1727,42R818 - Antwerpen (Burchtse Weel),4.350554534328843,51.2122581085401,Temperature,5.0,10.0,#00FF00
1421,10983,1006.25,2,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
1436,100027,0.6725,2,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Black Carbon,-10.0,1.0,#0000FF
1445,10741,41.5,2,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Nitrogen dioxide,20.0,50.0,#0099FF
1455,6715,37.75,2,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Ozone,25.0,50.0,#0099FF
1457,10862,12.5,2,1147,42R801 - Borgerhout,4.4318210469688415,51.209662530910016,Particulate Matter < 1 µm,,,#888888
1467,6957,0.068,2,1183,43N113 - Sainte-Ode,5.593016914066444,50.02702901734794,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
1472,10982,1009.25,2,1132,42N016 - Dessel,5.163978846331757,51.233652206162375,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
1487,100028,0.305,2,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Carbon Monoxide,-10.0,100.0,#0000FF
1496,6714,22.75,2,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Nitrogen dioxide,20.0,50.0,#0099FF
1507,10740,4.0,2,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Nitrogen monoxide,-10.0,20.0,#0000FF
1516,6956,48.75,2,1183,43N113 - Sainte-Ode,5.593016914066444,50.02702901734794,Ozone,25.0,50.0,#0099FF
1518,10861,7.5,2,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Particulate Matter < 1 µm,,,#888888
1523,10985,1009.25,2,1146,42R020 - Vilvoorde,4.436720763534066,50.94138711459397,Atmospheric  Pressure,1000.0,1010.0,#FFBB00
1538,6717,0.0,2,1138,42N040 - Sint-Pieters-Leeuw (3m),4.225194246746711,50.768137513255375,Nitrogen monoxide,-10.0,20.0,#0000FF
1539,10864,11.5,2,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Particulate Matter < 1 µm,,,#888888
1549,100029,6.521000000000001,2,1740,43R202 - Liège,5.571781423606139,50.63797831100502,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
1557,10743,22.15,2,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Particulate Matter < 10 µm,20.0,30.0,#009900
1565,10984,999.0,2,1142,42N054 - Walshoutem,5.103158609453956,50.711706093733625,Atmospheric  Pressure,990.0,1000.0,#FFFF00
1579,10742,0.99,2,1720,42R803 - Antwerpen (Park Spoor Noord),4.428454177535564,51.22862981306374,Black Carbon,-10.0,1.0,#0000FF
1580,10863,13.0,2,1148,42R802 - Borgerhout,4.431792230792439,51.209518731583486,Particulate Matter < 1 µm,,,#888888
1589,6716,13.65,2,1137,42N035 - Aarschot,4.837618015698614,50.97754137811429,Particulate Matter < 10 µm,10.0,20.0,#0099FF
1600,6958,0.0,2,1183,43N113 - Sainte-Ode,5.593016914066444,50.02702901734794,Particulate Matter < 2.5 µm,-10.0,5.0,#0000FF
1610,6971,0.0,2,1185,43N132 - Habay-La-Neuve,5.630397740609143,49.71928118788122,Particulate Matter < 2.5 µm,-10.0,5.0,#0000FF
1620,6970,1.271,2,1185,43N132 - Habay-La-Neuve,5.630397740609143,49.71928118788122,Particulate Matter < 10 µm,-10.0,10.0,#0000FF
1630,10708,15.5,2,1716,47E814 - Ham,5.129718074812025,51.08218722351412,Nitrogen dioxide,-10.0,20.0,#0000FF
1639,10829,29.0,2,1734,42N047 - Hasselt,5.354360289979902,50.93618938185387,Nitrogen dioxide,20.0,50.0,#0099FF
1650,10833,0.575,2,1734,42N047 - Hasselt,5.354360289979902,50.93618938185387,Black Carbon,-10.0,1.0,#0000FF
1660,6609,0.44,2,1119,41R002 - Ixelles,4.3847188416995815,50.8251278729572,Black Carbon,-10.0,1.0,#0000FF
1668,10954,12.925,2,1749,40EG05 - Rieme,3.786084652396532,51.174053838769616,Particulate Matter < 2.5 µm,10.5,15.0,#009900
1679,10953,19.65,2,1749,40EG05 - Rieme,3.786084652396532,51.174053838769616,Particulate Matter < 10 µm,10.0,20.0,#0099FF
1689,10832,9.5,2,1734,42N047 - Hasselt,5.354360289979902,50.93618938185387,Particulate Matter < 2.5 µm,5.0,10.4,#0099FF
1699,10956,17.0,2,1743,42R823 - Beveren,4.239930592809773,51.21325060421094,Particulate Matter < 10 µm,10.0,20.0,#0099FF
1709,10958,30.0,2,1750,41BUL1 - Brussel (Bld du midi),4.341821001555243,50.837909259201766,Nitrogen monoxide,20.0,50.0,#0099FF
1718,10957,13.5,2,1743,42R823 - Beveren,4.239930592809773,51.21325060421094,Particulate Matter < 2.5 µm,10.5,15.0,#009900
1728,10959,59.0,2,1750,41BUL1 - Brussel (Bld du midi),4.341821001555243,50.837909259201766,Nitrogen dioxide,50.0,70.0,#009900
1740,6964,0.1795,2,1184,43N121 - Offagne,5.202387466800061,49.87712849132946,Particulate Matter < 2.5 µm,-10.0,5.0,#0000FF
